공연명,공연장소,공연시작일,공연종료일,이미지,예매링크,위도,경도,주소
뮤지컬 〈슈퍼거북 슈퍼토끼〉,"신한카드 SOL페이 스퀘어 드림홀(구,신한pLay스퀘어)",2024-10-18,2025-10-12,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24011626_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24011626,37.551166,126.914284,서울 마포구 서교동 490
"뮤지컬 〈스웨그에이지 외쳐,조선!〉",홍익대 대학로 아트센터 대극장,2025-06-20,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006099_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006099,37.57668121,127.0015215,서울 종로구 연건동 128-8
뮤지컬 〈스트라빈스키〉,대학로 TOM(티오엠) 2관,2025-07-28,2025-10-12,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008305_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008305,37.58227453,127.0036455,서울 종로구 동숭동 1-80
뮤지컬 〈써니텐〉 - JTN 아트홀 1관,JTN 아트홀 1관,2025-03-07,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25002567_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25002567,37.5766307,127.0039395,서울 종로구 이화동 139
뮤지컬 〈알사탕〉 - 서울숲,서울숲 씨어터 1관,2025-03-29,2025-12-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25002679_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25002679,37.54567733,127.0429143,서울 성동구 성수동1가 685-696
"뮤지컬 〈어서 오세요, 휴남동 서점입니다〉 - 서울",루미나아트홀,2025-04-01,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25002819_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25002819,37.58298094,127.0026492,서울 종로구 동숭동 1-48
뮤지컬 〈연남동 빙굴빙굴 빨래방〉,대학로 스타시티 7층 후암씨어터,2024-06-01,2025-09-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24005493_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24005493,37.582045,127.000408,서울 종로구 대학로11길 23
뮤지컬 〈웨이스티드〉 : 연극열전10_일곱 번째 작품,플러스씨어터,2025-08-06,2025-10-26,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008688_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008688,37.58082572,127.0039715,서울 종로구 동숭동 1-144
뮤지컬 〈위키드〉 내한 공연(WICKED The Musical),블루스퀘어 신한카드홀,2025-07-12,2025-10-26,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25005777_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25005777,37.54070618,127.0023196,서울 용산구 한남동 727-56
뮤지컬 〈유진과 유진〉,강동아트센터 소극장 드림,2025-08-23,2025-08-23,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008761_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008761,37.55131981,127.1572298,서울 강동구 상일동 477
뮤지컬 〈이상한 과자가게 전천당 4 - 정체불명의 손님〉 - 나루아트센터 대공연장,나루아트센터 대공연장,2025-08-08,2025-08-24,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008151_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008151,37.53758567,127.0705807,서울 광진구 자양동 227-344
뮤지컬 〈이상한 과자가게 전천당 4 - 정체불명의 손님〉 - 마포아트센터 아트홀맥,마포아트센터 아트홀맥,2025-07-25,2025-08-03,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007302_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007302,37.5499345,126.9456016,서울 마포구 대흥동 30-3
뮤지컬 〈장수탕 선녀님〉 - 서울숲,서울숲 씨어터 2관,2025-03-15,2025-12-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25001460_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25001460,37.545404,127.04299,서울 성수동1가 101 갤러리아포레
뮤지컬 〈차미〉,대학로 TOM(티오엠) 1관,2025-05-29,2025-08-24,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25005848_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25005848,37.58227453,127.0036455,서울 종로구 동숭동 1-80
뮤지컬 〈팬텀〉 10주년 기념 공연,세종문화회관 대극장,2025-05-31,2025-08-11,http://ticketimage.interpark.com/rz/image/play/goods/poster/P0/P0004249_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=P0004249,37.57259452,126.9757787,서울 종로구 세종로 81-3
뮤지컬 〈폭풍우 치는 밤에〉,올림픽공원 뮤즈라이브홀,2025-05-03,2025-12-28,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25005355_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25005355,37.51438256,127.1271597,서울 송파구 방이동 88
뮤지컬 〈프리다〉,NOL 유니플렉스 1관(구 인터파크 유니플렉스),2025-06-17,2025-09-07,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006050_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006050,37.581136,127.003699,서울 종로구 대학로12길 64
뮤지컬 〈플레임즈〉,SH아트홀,2025-06-26,2025-09-14,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007077_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007077,37.5798887,127.0035684,서울 종로구 동숭동 1-131
뮤지컬 〈하모니〉,대학로 열린극장,2025-07-03,2025-07-27,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008055_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008055,37.58368735,127.0003351,서울 종로구 명륜2가 21-18
뮤지컬 〈할머니의 여름휴가〉,국립중앙박물관 극장 용,2025-07-05,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25000342_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25000342,37.52430971,126.9789495,서울 용산구 용산동6가 168-6
뮤지컬 〈해피 오! 해피〉,더굿씨어터,2025-08-20,2025-11-09,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009974_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009974,37.58398195,127.0020651,서울 종로구 혜화동 185
뮤지컬 〈헬로카봇〉 스페셜 시즌9 - “전설의 용사를 찾아서”,백암아트홀,2025-07-26,2025-08-24,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007790_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007790,37.51041409,127.0659947,서울 강남구 삼성동 170-5
뮤지컬 〈홍련〉,강동아트센터 대극장 한강,2025-09-13,2025-09-13,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009677_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009677,37.5513054,127.1572253,서울 강동구 상일동 477
뮤지컬 갈라 콘서트 ＂ The Stage: Three Legends ＂,롯데콘서트홀,2025-09-11,2025-09-11,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008426_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008426,37.51398988,127.1050007,서울 송파구 신천동 29
뮤지컬 링크(R;Link),CKL스테이지,2025-07-26,2025-07-27,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007890_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007890,37.5685816,126.9813186,서울 중구 다동 10
뮤지컬 민들레피리,예스24스테이지 2관,2025-06-15,2025-09-07,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006036_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006036,37.58275567,127.0032606,서울 종로구 동숭동 1-52
뮤지컬 빅터,나루아트센터 소공연장,2025-08-09,2025-08-10,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010503_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010503,37.53774061,127.0706352,서울 광진구 자양동 227-344
뮤지컬 빨간 내복 야코 〈골드버튼을 향해서!〉 - 서울,소월아트홀,2025-08-01,2025-08-17,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008114_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008114,37.55936576,127.0361223,서울 성동구 행당동 142-16
뮤지컬 사람은 무엇으로 사는가,대학로 나온씨어터,2025-07-25,2025-07-27,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009738_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009738,37.58770577,126.9993841,서울 종로구 명륜1가 36-4
뮤지컬 소년 이순신,경복궁아트홀,2025-07-05,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006748_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006748,37.58335214,126.9706998,서울 종로구 효자동 70-1
뮤지컬 스크루테이프의 편지,북촌나래홀,2024-01-12,2025-09-27,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24000136_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24000136,37.57883943,126.9884346,서울 종로구 원서동 174
뮤지컬 썸데이,무하아트센터,2024-06-05,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24007874_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24007874,37.57849393,127.0046415,서울 종로구 동숭동 199-33
뮤지컬 위대한개츠비(The Great Gatsby) - 서울 오리지널 프로덕션,GS아트센터,2025-08-01,2025-11-09,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006972_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006972,37.50220039,127.0375355,서울 강남구 역삼동 679
뮤지컬 집사TV 〈대저택 문의 비밀〉 : part.1,마포아트센터 아트홀맥,2025-08-08,2025-08-17,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007849_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007849,37.5499345,126.9456016,서울 마포구 대흥동 30-3
뮤지컬 천로역정,명륜아트홀,2023-12-09,2025-08-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/23/23016783_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=23016783,37.58680474,126.9967347,서울 종로구 명륜1가 72-3
뮤지컬 헝키쇼 (HUNKY SHOW),스타스테이지,2025-04-25,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25003978_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25003978,37.58271064,127.0028168,서울 종로구 동숭동 1-54
"뮤지컬〈오늘 밤, 세계에서 이 사랑이 사라진다 해도〉",코엑스 신한카드 아티움,2025-06-13,2025-08-24,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006181_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006181,37.50994347,127.0615459,서울 강남구 삼성동 159-9
뮤지컬쇼 〈아기상어와 반짝반짝 최고의 파티〉,연세대학교 백주년기념관 콘서트홀,2025-07-04,2025-08-03,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007156_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007156,37.56196066,126.9379349,서울 서대문구 신촌동 134
베어 더 뮤지컬 (bare the musical),두산아트센터 연강홀,2025-06-03,2025-09-14,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25005242_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25005242,37.57174376,127.0011093,서울 종로구 연지동 269
살롱 드 캬바레 - 뮤지컬 〈잔 다르크〉 트라이아웃,예스24아트원 3관,2025-08-15,2025-09-21,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010372_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010372,37.58028513,127.0039941,서울 종로구 동숭동 1-181
세종 이도의 꿈,경복궁아트홀,2025-09-06,2025-11-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008464_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008464,37.58335214,126.9706998,서울 종로구 효자동 70-1
송승환의 가족뮤지컬 〈정글북〉,올림픽공원 우리금융아트홀,2025-07-08,2025-08-24,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25004781_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25004781,37.51674548,127.1250145,서울 송파구 방이동 88-2
쇼뮤지컬 ［와일드 와일드］,와일드 와일드 전용관 (명보아트홀),2025-06-13,2025-12-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006677_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006677,37.564703,126.993216,서울 중구 마른내로 47
쇼뮤지컬 터치 파이브 〈TOUCH FIVE〉,터치파이브 전용관,2024-11-08,2025-09-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24014659_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24014659,37.55128084,126.9235975,서울 마포구 서교동 361-18
스와니랩소디,재즈런치,2025-06-21,2025-09-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007719_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007719,37.495527,127.1248435,서울 송파구 가락동 145-20
신데렐라,서울 상상나라극장,2025-07-31,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009308_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009308,37.55076832,127.0775506,서울 광진구 능동 18
신한카드 The Moment - 뮤지컬〈슈퍼거북 슈퍼토끼〉,"신한카드 SOL페이 스퀘어 드림홀(구,신한pLay스퀘어)",2025-08-09,2025-08-09,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010480_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010480,37.551166,126.914284,서울 마포구 서교동 490
쌍투스코러스 2025 여름정기공연 〈카페 메리〉,구로구민회관 대강당,2025-08-23,2025-08-23,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010217_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010217,37.49712902,126.889674,서울 구로구 구로동 102
어느 김씨 집안 박씨,나루아트센터 대공연장,2025-07-23,2025-07-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25007606_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25007606,37.53758567,127.0705807,서울 광진구 자양동 227-344
어린이 과학 뮤지컬 〈꼬마박사 장영실〉,꿈의숲_퍼포먼스홀,2025-08-08,2025-08-10,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006901_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006901,37.62167043,127.0384723,서울 강북구 번동 90
어린이 뮤지컬 캣 - 강서,강서아트리움 아리홀,2025-09-27,2025-09-27,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010213_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010213,37.537513,126.837577,서울 강서구 가로공원로 195
어린이 베스트셀러 뮤지컬 〈콧구멍을 후비면〉 - 서울 금천,금나래아트홀(금천구청내),2025-07-26,2025-07-26,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009272_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009272,37.456865,126.895427,서울 금천구 시흥대로73길 70 금천구청
어린이 참여 소통 뮤지컬 피노키오야 노올자~!,대학로 서연아트홀,2024-03-23,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24002315_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24002315,37.58391079,127.0005797,서울 종로구 명륜2가 21-10
어린이버블쇼 - 서울 강서,강서구민회관 우장홀,2025-08-23,2025-08-23,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010116_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010116,37.55343651,126.8436485,서울 강서구 내발산동 산 4-5
어린이버블쇼 - 서울 구로,구로구민회관,2025-08-02,2025-08-02,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008063_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008063,37.49712534,126.8895926,서울 구로구 구로동 102
어린이참여뮤지컬 아기돼지삼형제 (늑대숲 또옹돼지 원정대),대학로 라온씨어터,2024-07-20,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24009893_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24009893,37.58163215,127.0027884,서울 종로구 동숭동 1-113
언제는 행복하지 않은 순간이 있었나요,엠스테이지 2관,2025-07-03,2025-09-28,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009187_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009187,37.574146,126.985786,서울 종로구 인사동길 34-1
영등포아트홀 기획공연 ［왕세자실종사건］,영등포아트홀,2025-09-06,2025-09-06,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25008145_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25008145,37.5262029,126.9001183,서울 영등포구 당산동3가 3
영어 뮤지컬 “ANNE＂,이화여고 100주년 기념관 화암홀,2025-08-07,2025-08-10,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010129_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010129,37.566238,126.970728,서울 중구 정동길 26
오리지널 과학마술콘서트 시즌2_성동,소월아트홀,2025-10-25,2025-10-26,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009641_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009641,37.55936576,127.0361223,서울 성동구 행당동 142-16
온가족 뮤지컬 〈판타지 재난뮤지컬〉 ＇1초＇,한전아트센터,2025-07-05,2025-08-17,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006494_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006494,37.48592888,127.0286741,서울 서초구 서초동 1355
우주매직쇼 (구로),오류아트홀,2025-11-01,2025-11-01,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009673_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009673,37.49535749,126.8460358,서울 구로구 오류동 64-28
우주매직쇼 (서울),성수아트홀,2025-12-27,2025-12-28,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009828_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009828,37.54552807,127.0468464,서울 성동구 성수동1가 656-323
인사이드 미,JTN 아트홀 2관,2024-01-01,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/23/23018498_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=23018498,37.57664511,127.0039305,서울 종로구 이화동 139
제우스의고장난번개_어린이마술쇼,브이씨어터,2025-07-27,2025-12-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010556_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010556,37.58717058,127.0001812,서울 종로구 혜화동 74-6
"창극콘서트 〈토선생, 용궁가다〉",국립극장 달오름극장,2025-09-25,2025-09-26,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009942_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009942,37.55313999,127.0000272,서울 중구 장충동2가 산 14-67
책먹는여우 - 서울 양천,양천문화회관 대극장,2025-10-12,2025-10-12,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009053_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009053,37.51648381,126.8632627,서울 양천구 신정동 322
첩보 가족뮤지컬 〈코드네임X〉 - 극장 용,국립중앙박물관 극장 용,2025-09-06,2025-10-19,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009915_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009915,37.52430971,126.9789495,서울 용산구 용산동6가 168-6
최현우 19+I - 강동,강동아트센터 대극장 한강,2025-07-26,2025-07-27,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25005975_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25005975,37.5513054,127.1572253,서울 강동구 상일동 477
코믹 마샬아츠 퍼포먼스 〈점프 JUMP〉,명보아트홀 지하3층 점프 전용극장,2024-11-01,2025-09-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/24/24015236_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=24015236,37.564703,126.993216,서울 중구 마른내로 47
코믹 추리 락 뮤지컬 〈탐정케이:수인마을 전설〉,큐씨어터,2025-03-01,2025-08-24,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25005752_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25005752,37.58249438,127.0035323,서울 종로구 동숭동 1-74
클래식 가족 뮤지컬 〈반짝반짝 라푼젤〉,달밤엔씨어터,2025-07-27,2025-07-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009827_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009827,37.58400086,127.002681,서울 종로구 혜화동 194
클래식 가족 뮤지컬 〈반짝반짝 신데렐라〉,달밤엔씨어터,2025-07-13,2025-07-30,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009829_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009829,37.58400086,127.002681,서울 종로구 혜화동 194
클래식 가족 뮤지컬〈반짝반짝 인어공주〉,달밤엔씨어터,2025-07-12,2025-07-26,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25009825_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25009825,37.58400086,127.002681,서울 종로구 혜화동 194
태양의서커스 〈쿠자〉,잠실종합운동장 내 빅탑,2025-10-11,2025-12-28,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25004474_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25004474,37.515305,127.072814,서울 송파구 올림픽로 25
팥죽할멈과 호랑이,서울 상상나라극장,2025-07-12,2025-07-27,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006682_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006682,37.55076832,127.0775506,서울 광진구 능동 18
페인터즈 - 광화문전용관,광화문 전용관(경향아트힐),2022-11-01,2025-08-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/22/22014959_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=22014959,37.56815391,126.96967,서울 중구 정동 22
페인터즈 - 서대문 전용관,서대문 전용관(NH아트홀),2025-04-10,2025-12-31,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25005146_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25005146,37.56578554,126.967577,서울 중구 충정로1가 85
흥부놀부,서울 상상나라극장,2025-09-13,2025-10-05,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25010464_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010464,37.55076832,127.0775506,서울 광진구 능동 18
EBS 뮤지컬 〈이벤져스 라이브〉,노원문화예술회관 대공연장,2025-07-19,2025-08-10,http://ticketimage.interpark.com/rz/image/play/goods/poster/25/25006418_p_s.jpg,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25006418,37.65019981,127.0802828,서울 노원구 중계동 364-3
강윤미x존스토웰 ＂어쿠스틱 트라이오드＂,라이브홀 문래재즈IN,2025-08-09,2025-08-09,http://ticketimage.interpark.com/Play/image/small/NoImage.gif,http://ticket.interpark.com/TIKI/Main/TikiGoodsInfo.asp?GoodsCode=25010772,37.516104,126.890645,서울 영등포구 도림로 475
