공연명,공연장소,공연시작일,공연종료일,위도,경도,주소,이미지,예매링크
strangers club vol.4 ? KAGAMI & 후쿠오 & 주애,SPACE SODA2002,2025-07-27,2025-07-27,37.54997537,126.9050771,서울 마포구 합정동 457-3,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250714143446f22ea7e3-a492-44b3-8aa2-3a80eb396b5d.jpg/melon/resize/230x320/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211658
"컬러풀 스테이지 #14 오예린 밴드, 일루반, 언오피셜",클럽온에어,2025-08-10,2025-08-10,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250711163557735612fb-c0ee-4adc-aa78-3adab45fd82b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211644
2025 CMYK : 아사달 & 투모로우,롤링홀,2025-08-08,2025-08-08,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250709164710b9f994c5-06de-45aa-9211-bfdfeacd7ede.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211637
2025 김아름 여름 콘서트 ‘아쿠아 시티’,구름아래소극장,2025-08-09,2025-08-10,37.55419236,126.9285526,서울 마포구 서교동 337-11,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250702165208352a6def-940a-4024-82bb-fd986b17a5c3.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211624
0815 FRIDAY: Ahn Dayoung & Marrakech,롤링홀,2025-08-15,2025-08-15,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/2025071113445543e56c69-d08c-4430-b3f1-1f90f15eb78d.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211649
‘기다림 설레임 그리고 …’ 강허달림 토크콘서트,구름아래소극장,2025-09-25,2025-09-25,37.55419236,126.9285526,서울 마포구 서교동 337-11,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/2025071016404048ffac1a-6cce-4000-9bfe-23e705b68a31.jpg/melon/resize/230x320/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211651
2025 P1Harmony LIVE TOUR [P1ustage H : MOST WANTED] IN SEOUL,고려대학교 화정체육관,2025-08-09,2025-08-10,37.59266942,127.0248879,서울 성북구 안암동5가 126-28,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/20250616091105347f62ee-8485-4b1b-ac67-65c27e24a91b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211530
가리온 x 롤링홀 : 모두의 마이크,롤링홀,2025-07-25,2025-07-25,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250715101456e9cfcf4c-09c3-43a6-ae92-76a6c298f8cd.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211665
중식이밴드 투어 서울 파이날 ‘헬로’,롤링홀,2025-07-26,2025-07-27,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/202506230853246ab79905-be31-4b53-8062-c2c3e430433b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211565
현대카드 Curated 100 Summer Salt,"현대카드 UNDERSTAGE, 언더스테이지",2025-08-23,2025-08-23,37.536864,127.000733,서울 용산구 한남동 683-131,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250701115722597402b0-0f0a-4518-a16f-1f55427ba580.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211507
natori Asia Tour 2025 in Seoul,예스24 라이브홀 (구 악스코리아),2025-11-21,2025-11-22,37.545939,127.107935,서울 광진구 광장동 319-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/2025062411563233fdfe30-b382-4920-9d92-33962fcd2005.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211526
They Never Change Concert : UNCHANGED,롤링홀,2025-08-07,2025-08-07,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507021004027d097640-65cf-4393-a878-28eaecfa9116.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211620
MONNI’S SUMMER PLAY : August Playlist,벨로주 홍대,2025-08-09,2025-08-09,37.55243093,126.9188172,서울 마포구 서교동 372-6,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/2025071014355006ff704f-daa6-459e-b6da-a2e854c1ad34.png/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211645
먼데이프로젝트 시즌8 [우희준?EP발매 기념 단독 콘서트 ‘또 다시 살아남아 볼을 맞댄다’],클럽온에어,2025-07-23,2025-07-23,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/202506271754540fcb1604-203a-483c-856e-ec58276a2552.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211605
제이크 첫 단독 내한공연 JVKE LIVE IN SEOUL,올림픽공원,2025-08-21,2025-08-21,37.52053406,127.1208128,서울 송파구 방이동 88-3,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/05/20250522105623d7226429-2557-41ee-8e50-aadd686de965.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211439
쿠잉?단독 콘서트 [SUMMER KISS: DREAMER],노들섬 라이브하우스,2025-07-26,2025-07-26,37.51811975,126.9583277,서울 용산구 이촌동 302-146,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/202506181625396ad9e602-acf3-4904-8fd9-9cabfbe9bfc0.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211562
나윤권 소극장 전국투어 〈여름산책〉 - 서울,KT&G 상상마당 홍대 라이브홀,2025-08-09,2025-08-10,37.551137,126.920991,서울 마포구 어울마당로 65,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/05/20250530105614cbd1d72d-909a-4498-81e1-f4b9035b2e88.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211488
THE VANE 10th Anniversary Concert 〈Monster : THE VANE 10〉,연남스페이스,2025-08-03,2025-08-03,37.56215949,126.9208734,서울 마포구 연남동 504-12,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/202506301432092e36a58a-c969-4a16-9696-8b1e1150d0c1.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211608
MY FIRST EARTH LOG,클럽온에어,2025-07-25,2025-07-25,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/2025071515334129699361-2a43-475b-a59e-ec72b3094ba5.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211671
Kano Miyu 1st ONE-MAN Live 〈Terminal〉,온맘씨어터,2025-08-03,2025-08-03,37.55313239,126.9222184,서울 마포구 서교동 358-116,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/20250630090751b3e905f7-9b30-481c-8a07-4bc3319a9e5a.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211602
별은 발매기념 단독콘서트_고백,클럽온에어,2025-08-03,2025-08-03,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/2025070914302506286d12-c6e3-42f5-a4cd-c7513665bb6d.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211643
〈우리가 이겼어!〉,극락 (모래내 극락),2025-08-09,2025-08-10,37.57001188,126.9147073,서울 서대문구 남가좌동 289-6,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250702141735bc75098e-2453-4e60-9e4e-d3fb857ff9dd.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211622
먼데이프로젝트?시즌8 OUR SUMMER [심아일랜드 X 아사달],클럽온에어,2025-07-24,2025-07-24,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/202506261117432efde678-bca0-435f-a585-97d82ad2793a.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211588
"먼데이프로젝트 시즌8 [Robiq, Four Seasons : Summer]",클럽온에어,2025-07-28,2025-07-28,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507031151366d652742-6ff5-48e4-8ac4-1deb2190cca2.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211618
SS:umic Festival #5,CJ아지트 광흥창,2025-08-24,2025-08-24,37.5442464,126.9303273,서울 마포구 신정동 96-29,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507041424329ea49e65-ddd7-475c-bf07-f309a364a716.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211631
PL (피엘) 여름 콘서트 〈Summer Diary 2025〉,CJ아지트 광흥창,2025-07-26,2025-07-26,37.5442464,126.9303273,서울 마포구 신정동 96-29,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/20250624144839f6461e88-f131-49bf-bf2b-1b1105b9c54b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211573
나만 아는 가수 _현서 단독콘서트&팬미팅,연남장,2025-07-26,2025-07-26,37.56432979,126.9275831,서울 서대문구 연희동 218-15,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/2025062621211547b26309-3a35-4077-925d-2095ae0f13b9.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211598
엔분의일 투어 콘서트 〈2025 HIGHTENSION〉 서울,CJ아지트 광흥창,2025-07-27,2025-07-27,37.5442464,126.9303273,서울 마포구 신정동 96-29,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/202506232139231afe7b7d-b3bc-4b40-8c95-4680832ab814.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211578
먼데이프로젝트 시즌8 OUR SUMMER [아디오스 오디오 단독 콘서트],KT&G 상상마당 홍대 라이브홀,2025-07-28,2025-07-28,37.551137,126.920991,서울 마포구 어울마당로 65,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250703114119bd3edba6-adaf-4b9a-a2a1-e03e6b4fff3d.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211617
먼데이프로젝트 시즌8 [준(JUNE) 단독 콘서트 ‘RE-SIGN’],벨로주 홍대,2025-07-23,2025-07-23,37.55243093,126.9188172,서울 마포구 서교동 372-6,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/20250620113013bde4175b-e4d0-4b32-9422-e2ccb3354dfb.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211570
제73회 라이브 클럽 데이－블라인드 티켓,LIVE CLUB DAY,2025-07-25,2025-07-25,37.554861,126.930412,서울 마포구 와우산로 156 지하,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250703104318d8e77ab9-6a87-4443-8695-7d0a8c15574b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211626
2025 어썸스테이지 [N.Flying],KBS아레나 (구88체육관),2025-07-26,2025-07-27,37.55675872,126.8479626,서울 강서구 화곡동 1093-76,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507071321004b569712-eedf-4ebb-9288-008d7d49f984.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211630
"MEETING ROOM 002 : 다브다, Door Plant",서보미술문화공간 서울 본관,2025-07-26,2025-07-26,37.56206823,126.9153117,서울 마포구 성산동 114-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250707104946917094c9-7c64-410b-9d09-22bae982bd4a.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211632
먼데이프로젝트 IN 라이브클럽 [윤형준 단독콘서트],스페이스한강,2025-07-30,2025-07-30,37.55331154,126.927656,서울 마포구 창전동 6-133,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507011533420a444a31-7d2f-4993-885f-7be9a2eca9fe.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211614
2025 ONEW WORLD TOUR [ONEW THE LIVE : PERCENT (%)] IN SEOUL,올림픽공원,2025-08-02,2025-08-03,37.52053406,127.1208128,서울 송파구 방이동 88-3,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507030949536378cd07-fa0c-4e90-90f7-37b07a4a660b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211600
박장현 X 박현규 듀엣 콘서트 [이-음],구름아래소극장,2025-08-03,2025-08-03,37.55419236,126.9285526,서울 마포구 서교동 337-11,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507080950056b915373-0f85-4a8e-81cd-4435fd95b899.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211638
2025 적재 소극장 콘서트 〈mono〉,서강대학교 메리홀,2025-08-08,2025-08-17,37.5521262,126.9395274,서울 마포구 신수동 1-1,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/2025062710544241e908d1-a866-40ff-a6f2-92f730bed6dc.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211596
With 스킵잭 (SKIPJACK),KT&G 상상마당 홍대 라이브홀,2025-08-08,2025-08-08,37.551137,126.920991,서울 마포구 어울마당로 65,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250717160417165608c0-4b9f-4160-a52d-303d3fff92c8.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211663
"Jaedal (재달), [Time Attack] 콘서트",롤링홀,2025-08-10,2025-08-10,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250717104114fe27461a-0d3c-43be-9b21-5b2293d957b9.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211677
먼데이프로젝트 시즌8 OUR SUMMER [Dept(뎁트) 단독 콘서트],클럽온에어,2025-08-11,2025-08-11,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250715174930efe876eb-798f-4e55-9932-cd0cedc1dd14.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211672
먼데이프로젝트 시즌8 OUR SUMMER [손을모아 X 컨파인드 화이트],클럽온에어,2025-08-14,2025-08-14,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250717113657512788f6-a688-4e4f-827a-25f44958df3f.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211676
With?사비나앤드론즈?(Savina & Drones),KT&G 상상마당 홍대 라이브홀,2025-08-15,2025-08-15,37.551137,126.920991,서울 마포구 어울마당로 65,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/2025071719344743b6cd34-d184-47bc-be79-804abbf22490.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211683
하동연의 음감회 “다행”,클럽온에어,2025-08-16,2025-08-16,37.55231749,126.9189475,서울 마포구 서교동 372-7,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/20250602093225b6405a5d-84f3-4dd1-a1eb-3553f3b2c920.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211479
2025 송하예 소극장 콘서트 〈우린 SOLO〉,구름아래소극장,2025-08-17,2025-08-17,37.55419236,126.9285526,서울 마포구 서교동 337-11,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250716171402c61c8f97-eec9-4ba4-8f83-7f0d1464a7a9.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211669
천진우 단독콘서트 : 오싹 오싹 공포의 인간쓰레기,롤링홀,2025-08-17,2025-08-17,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507141034456cdc8d29-4597-4089-9b35-f256ffc4cf42.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211655
YB x Jelusick ? Odyssey : Seoul,롤링홀,2025-08-19,2025-08-19,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250717090133986e8459-f623-4b78-bb76-806b77de2a1b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211668
극동아시아타이거즈 전국투어 〈호랑이 소리를 찾아서〉 - 서울앵콜,KT&G 상상마당 홍대,2025-08-22,2025-08-22,37.55100888,126.9210685,서울 마포구 서교동 367-5,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250704154118ee0cf5c2-da41-42b3-9f7c-70e74e33b42c.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211496
문상훈과 빠더너스 on Sync Next 25,세종문화회관,2025-08-22,2025-08-24,37.57259452,126.9757787,서울 종로구 세종로 81-3,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/04/20250424184647fdd761ba-e5cd-4ed6-9a64-71d7113eccd3.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211265
109 여름 잔향 : summer scent,벨로주 망원,2025-08-23,2025-08-24,37.55744399,126.9042709,서울 마포구 망원동 422-27,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/05/202505291758031072416e-dec6-4a37-98ca-491fad11b3e9.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211409
Pinyo Live Tour 2025 -ASTRO-,롤링홀,2025-08-23,2025-08-23,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/05/20250529111132539a9d16-38bf-4602-a8ce-13fe9c0021d7.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211475
브라운티거 밴드 EP앨범 [혼종] 발매 콘서트,홍대 클럽 FF,2025-08-23,2025-08-23,37.55027088,126.9223096,서울 마포구 서교동 407-8,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/20250710133834d1c88378-b8c1-4e15-b696-2bac02446e1b.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211646
Turn On : the first summer,롤링홀,2025-08-24,2025-08-24,37.54852151,126.9201613,서울 마포구 서교동 402-22,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507171344108b8d93d1-5e49-4809-bdf1-3357a4b77fdf.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211675
하츠네 미쿠 HATSUNE MIKU EXPO 2025 in Seoul,고려대학교 화정체육관,2025-11-29,2025-11-29,37.59266942,127.0248879,서울 성북구 안암동5가 126-28,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/07/202507161804038023b2d7-4990-4d8f-9b66-0d9da40e89fa.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211664
먼데이프로젝트 시즌8 My Universe [JUNGSOOMIN(정수민) 단독 콘서트],벨로주 홍대,2025-07-21,2025-07-21,37.55243093,126.9188172,서울 마포구 서교동 372-6,https://cdnticket.melon.co.kr/resource/image/upload/product/2025/06/20250624133458db79c2e1-3465-41f4-87dc-9f2588eb71ba.jpg/melon/resize/180x250/strip/true,https://ticket.melon.com/performance/index.htm?prodId=211580
